Wall time,Step,Value
1713191119.5778022,249,0.11000104993581772
1713191184.8309727,949,0.10138069093227386
1713191296.623568,2049,0.04899650812149048
1713191326.643596,2399,0.04560690373182297
1713191334.2759087,2449,0.030530400574207306
1713191403.8881133,3149,0.03877680003643036
1713191406.8589134,3199,0.027761060744524002
1713191445.1529012,3599,0.029284348711371422
1713191478.951238,3899,0.03441665321588516
1713191503.2047784,4149,0.02678687684237957
1713191539.236292,4499,0.02728004939854145
1713191588.815489,4999,0.02454470656812191
1713191610.1419868,5199,0.015490066260099411
1713191627.576862,5399,0.025786757469177246
1713191695.6922908,6099,0.01885177381336689
1713191729.9763424,6449,0.021507924422621727
1713191740.2486212,6549,0.01737833581864834
1713191868.6280007,7899,0.010382228530943394
1713191885.649793,8049,0.008028043434023857
1713191892.292291,8149,0.020983519032597542
1713191902.4228847,8249,0.008538149297237396
1713191945.2352855,8649,0.01484218891710043
1713192036.4584692,9599,0.010645280592143536
1713192097.7552228,10199,0.016472114250063896
1713192108.3588307,10299,0.007908936589956284
1713192227.4403286,11499,0.009312916547060013
1713192305.6580362,12249,0.008255568332970142
1713192309.1855102,12299,0.011732196435332298
1713192379.4451702,12999,0.006579977925866842
1713192439.49937,13599,0.011991327628493309
1713192452.774831,13749,0.012094289995729923
1713192489.68203,14149,0.009923158213496208
1713192508.497847,14299,0.007530761882662773
1713192557.5570316,14799,0.017330016940832138
1713192658.821974,15849,0.01114556472748518
1713192673.098284,15999,0.01158878579735756
1713192686.5208848,16149,0.013795613311231136
1713192806.3401818,17349,0.01692899316549301
1713192863.600546,17949,0.009388815611600876
1713192894.5953162,18249,0.01226149220019579
1713192901.0514708,18349,0.00935526005923748
1713192961.4179113,18949,0.014299205504357815
1713193005.355299,19349,0.014291245490312576
1713193023.314611,19549,0.006764605641365051
1713193082.0734987,20149,0.016612352803349495
1713193092.6796565,20249,0.01113637164235115
1713193150.5619261,20799,0.014116240665316582
1713193185.434047,21149,0.007427701726555824
1713193257.3167975,21849,0.01433225255459547
1713193261.1209173,21899,0.015338707715272903
1713193271.9587903,21999,0.011695463210344315
1713193307.7612588,22349,0.011209376156330109
1713193383.1787205,23099,0.013332325033843517
1713193404.468999,23299,0.013312428258359432
1713193453.0164256,23799,0.007735165301710367
1713193477.4107537,24049,0.010715411975979805
1713193480.7011917,24099,0.01160180289298296
1713193512.8872313,24399,0.01621965505182743
1713193629.402556,25549,0.006795245222747326
1713193640.4987319,25649,0.012968003749847412
1713193648.2279272,25699,0.013982034288346767
1713193651.609584,25749,0.015589137561619282
1713193666.0598218,25899,0.00793862622231245
1713193747.0032814,26699,0.00586139690130949
1713193761.8049042,26849,0.009084003046154976
1713193772.528522,26949,0.007092182524502277
1713193783.486944,27049,0.009172146208584309
1713193842.9015656,27649,0.009599350392818451
1713193864.6046991,27849,0.010373097844421864
1713193893.3699923,28149,0.014339945279061794
1713193924.5062144,28449,0.013598850928246975
1713194035.7788994,29549,0.01230287179350853
1713194052.9658134,29749,0.004053352400660515
1713194063.7692661,29849,0.006859562825411558
1713194197.6625552,31199,0.01703324355185032
1713194226.3925738,31449,0.014294222928583622
1713194229.3384542,31499,0.016775524243712425
1713194266.7450023,31899,0.008094734512269497
1713194299.3233314,32199,0.006666718982160091
1713194302.8804798,32249,0.016169870272278786
1713194375.1233563,32949,0.01605948992073536
1713194421.4778695,33399,0.0074943979270756245
1713194462.086908,33799,0.015742072835564613
1713194557.9943094,34749,0.010804562829434872
1713194694.9839745,36099,0.014240679331123829
1713194716.2432497,36299,0.011716123670339584
1713194744.9900484,36599,0.00896363239735365
1713194813.5465598,37249,0.017435414716601372
1713194917.5509536,38249,0.00872135628014803
1713194973.7151716,38799,0.009697477333247662
1713194977.294978,38849,0.018121996894478798
1713195010.2467687,39149,0.008905413560569286
1713195040.0733814,39449,0.008985011838376522
1713195126.0487006,40249,0.011291380040347576
1713195129.5703104,40299,0.021756038069725037
1713195140.2484305,40399,0.018391335383057594
1713195201.9104302,40999,0.016003528609871864
1713195270.0330293,41649,0.009800838306546211
1713195397.4513345,42899,0.014581006951630116
1713195442.6962867,43349,0.01318235881626606
1713195467.8186378,43599,0.0115294698625803
1713195545.4791834,44349,0.01420443132519722
1713195604.2727993,44899,0.008143577724695206
1713195621.5566232,45099,0.007597625721246004
1713195773.3686702,46549,0.013472563587129116
1713195836.2687805,47149,0.00967029295861721
1713195873.0131414,47499,0.012350701726973057
1713196130.1947002,49999,0.005977331195026636
1713196143.728627,50149,0.008534840308129787
1713196154.989536,50249,0.013938580639660358
1713196212.8330219,50799,0.005575072485953569
1713196249.8818161,51149,0.011760689318180084
1713196268.0066106,51349,0.011810880154371262
1713196279.260713,51449,0.01566801778972149
1713196325.9743564,51899,0.012500535696744919
1713196421.4031994,52849,0.011201069690287113
1713196493.5172336,53549,0.008557939901947975
1713196496.2323265,53599,0.019552404060959816
1713196507.20485,53699,0.01033887080848217
1713196529.4209712,53899,0.014125931076705456
1713196574.3006334,54349,0.009262120351195335
1713196635.684341,54949,0.01721019297838211
1713196657.0245717,55149,0.010721812956035137
1713196668.4140816,55249,0.01441408321261406
1713196692.6203988,55499,0.010067416355013847
1713196703.496608,55599,0.014231689274311066
1713196753.3975797,56099,0.01379338838160038
1713196775.5795908,56299,0.007598223630338907
1713196811.0902407,56649,0.00756149273365736
1713196817.9563973,56749,0.012286332435905933
1713196880.7466447,57349,0.010537697933614254
1713196907.2980149,57599,0.01271374337375164
1713196915.0911732,57649,0.013634518720209599
1713196975.990049,58249,0.009832946583628654
1713197026.8104746,58749,0.006638150662183762
1713197037.7390974,58849,0.011597365140914917
1713197077.2149103,59249,0.013461075723171234
1713197122.7025013,59699,0.008056137710809708
1713197126.279152,59749,0.011129586957395077
1713197250.1749072,60949,0.015179133974015713
1713197286.5625863,61299,0.01186579279601574
1713197395.1748762,62349,0.018100645393133163
1713197420.388501,62599,0.018758680671453476
1713197427.813132,62649,0.010257847607135773
1713197434.9806314,62749,0.015808863565325737
1713197453.42281,62899,0.014295805245637894
1713197471.9451168,63099,0.014687060378491879
1713197502.7700744,63399,0.007434530649334192
1713197520.357494,63599,0.009551635012030602
1713197549.6867023,63849,0.014375390484929085
1713197663.0300853,64949,0.01191542949527502
1713197701.6015859,65349,0.007628314662724733
1713197783.8247075,66149,0.008946215733885765
1713197798.170989,66299,0.014440752565860748
1713197897.8279877,67299,0.010610452853143215
1713197974.4612873,68049,0.010146582499146461
1713197992.4668295,68249,0.006103119812905788
1713198049.9720652,68799,0.014790206216275692
1713198053.2531624,68849,0.008975449949502945
1713198262.2267652,70899,0.01375485211610794
1713198368.280527,71949,0.009897962212562561
1713198371.404878,71999,0.014417070895433426
1713198463.7528121,72899,0.009762894362211227
1713198467.1297653,72949,0.009756145998835564
1713198549.581732,73749,0.018627187237143517
1713198560.742462,73849,0.013257426209747791
1713198631.8249674,74549,0.012953738681972027
1713198649.407963,74749,0.00858232844620943
1713198691.349257,75149,0.004807787947356701
1713198729.7262623,75549,0.018199751153588295
1713198744.068492,75699,0.008282652124762535
1713198762.0262592,75849,0.006658834405243397
1713198824.2914405,76449,0.00966374296694994
1713198873.0938787,76949,0.01202852837741375
1713198921.663002,77449,0.016265448182821274
1713198934.8432024,77599,0.010471142828464508
1713199005.432837,78299,0.011310270987451077
1713199019.0909553,78449,0.010423592291772366
1713199043.8181074,78699,0.01290158275514841
1713199061.0360937,78849,0.007929705083370209
1713199103.2004066,79299,0.012209061533212662
1713199160.8925788,79849,0.007527098059654236
1713199186.5594695,80099,0.01140651199966669
1713199198.0137362,80199,0.007631485816091299
1713199322.5954027,81399,0.015002472326159477
1713199361.2027209,81799,0.011871065944433212
1713199371.6004524,81899,0.00542476074770093
1713199540.1221125,83549,0.00908614881336689
1713199582.6328163,83999,0.007986831478774548
1713199616.0189753,84299,0.01255677081644535
1713199662.8129675,84749,0.01013953797519207
1713199702.2873096,85149,0.01133424136787653
1713199712.8584902,85249,0.006984233856201172
1713199727.5205815,85399,0.01826014555990696
1713199749.9202101,85599,0.009922947734594345
1713199787.1203582,85949,0.010579973459243774
1713199925.8544405,87299,0.0052431426011025906
1713200077.5016518,88799,0.013588333502411842
1713200088.7620795,88899,0.014826635830104351
1713200149.3997862,89499,0.007131221704185009
1713200167.2958565,89649,0.015182046219706535
1713200208.9823422,90049,0.0094684399664402
1713200445.6340902,92399,0.01755591481924057
1713200469.7847779,92599,0.010035434737801552
1713200514.3560245,93049,0.007968184538185596
1713200539.2992132,93299,0.011770789511501789
1713200550.5376575,93399,0.007000875659286976
1713200659.385095,94449,0.020403271540999413
1713200712.9335074,94999,0.008704627864062786
1713200727.1051493,95149,0.01190531812608242
1713200759.7299943,95449,0.009044035337865353
1713200763.2181215,95499,0.0064470949582755566
1713200843.2282963,96249,0.007341256830841303
1713200846.6894999,96299,0.011111469939351082
1713200904.1824136,96849,0.009669198654592037
1713200922.9504387,97049,0.006691222079098225
1713200947.2181542,97299,0.009993428364396095
1713200957.265382,97399,0.011834751814603806
1713201024.3592694,98049,0.0074395667761564255
1713201027.8744743,98099,0.011916888877749443
1713201052.9245222,98349,0.011639428324997425
1713201110.162753,98899,0.008260427042841911
1713201116.7477345,98999,0.012191757559776306
1713201159.4213607,99399,0.008778744377195835
1713201578.9405577,103549,0.008885460905730724
1713201626.9156818,103999,0.009242771193385124
1713201677.4491096,104499,0.012722612358629704
1713201736.4457502,105049,0.013162307441234589
1713201784.3005362,105499,0.00906231626868248
1713201809.617149,105749,0.0061660450883209705
1713201812.535549,105799,0.006268090568482876
1713201833.8723588,105999,0.02121099829673767
1713201837.5923064,106049,0.008915919810533524
1713201874.626578,106399,0.006073758937418461
1713201933.0806808,106999,0.012524759396910667
1713202088.074888,108499,0.015827113762497902
1713202214.5360105,109749,0.009272480383515358
1713202290.0490854,110499,0.008219776675105095
1713202324.457694,110799,0.012840267270803452
1713202444.4772356,111999,0.009254788048565388
1713202468.8784058,112249,0.008138910867273808
1713202656.3508844,114099,0.005722399801015854
1713202775.899962,115299,0.02047596126794815
1713202832.0208707,115849,0.01222540345042944
1713202845.2035897,115999,0.01281978189945221
1713202913.0919247,116649,0.009532902389764786
1713202962.222947,117149,0.009524882771074772
1713203049.0962474,117999,0.01054578647017479
1713203198.0900526,119499,0.008909130468964577
1713203219.604747,119699,0.01459906529635191
1713203223.0045733,119749,0.022171512246131897
1713203436.807231,121849,0.008613668382167816
1713203461.4732597,122099,0.007639672141522169
1713203525.1846364,122749,0.007720981724560261
1713203569.089231,123149,0.008912630379199982
1713203583.0222852,123299,0.015182522125542164
1713203684.7840846,124299,0.009989829733967781
1713203727.6769576,124699,0.009891490451991558
1713203752.3543587,124949,0.012310655787587166
1713203776.5591702,125199,0.011176519095897675
1713203848.6999738,125899,0.015421067364513874
1713203855.667664,125999,0.011735420674085617
1713203903.766789,126449,0.0058172037824988365
1713203914.7042487,126549,0.006744676735252142
1713204098.0892456,128349,0.009064316749572754
1713204155.3859768,128899,0.011702848598361015
1713204158.862452,128949,0.012269735336303711
1713204208.4060445,129449,0.0189499594271183
1713204230.7189422,129649,0.011469081975519657
1713204267.8067362,129999,0.00990244746208191
1713204303.148193,130349,0.008157877251505852
1713204367.9362266,130999,0.011911182664334774
1713204406.2458868,131399,0.00757485069334507
1713204414.1097279,131449,0.010568533092737198
1713204450.4955053,131799,0.014048395678400993
1713204467.8655682,131999,0.006422378122806549
1713204475.376594,132049,0.01320787612348795
1713204489.3383608,132199,0.015833375975489616
1713204587.0633528,133149,0.008270179852843285
1713204626.3409216,133549,0.010231977328658104
1713204633.9503555,133599,0.005642978940159082
1713204648.5199814,133749,0.007840493693947792
1713204684.0526166,134099,0.007849541492760181
1713204697.4902837,134249,0.011704102158546448
1713204708.1200855,134349,0.013089033775031567
1713204722.472415,134499,0.009974966756999493
1713204745.2286987,134699,0.007160921581089497
1713204792.2070622,135149,0.00813305750489235
1713204821.0300152,135449,0.0159120075404644
1713204846.6967297,135699,0.005595739930868149
