Wall time,Step,Value
1713770864.6853173,1132,0.10703780502080917
1713771474.8346074,1940,0.08557429909706116
1713772020.6706567,2693,0.0804404690861702
1713773112.7436757,4121,0.0621073842048645
1713774227.7038271,5295,0.04978850483894348
1713774331.8533068,5454,0.05222347006201744
1713774766.133569,5832,0.04234900325536728
1713774900.6910553,5997,0.04374879598617554
1713774938.7029552,6053,0.041878726333379745
1713775087.831667,6279,0.04108498618006706
1713775125.4226198,6334,0.04214497655630112
1713775489.990322,6730,0.037627849727869034
1713775637.6277084,6991,0.034185439348220825
1713776054.0627408,7464,0.03232330083847046
1713776679.7911017,8291,0.028449565172195435
1713776901.3077753,8694,0.024729661643505096
1713777377.0327346,9252,0.021811580285429955
1713777791.5215154,9712,0.019150510430336
1713777941.7160745,9949,0.018549423664808273
1713777957.6923182,9979,0.01784370094537735
1713778080.8684776,10191,0.017421571537852287
1713778373.922262,10445,0.01516786776483059
1713778510.0286667,10645,0.015331459231674671
1713778736.653985,11023,0.013901472091674805
1713779514.9890378,11819,0.011326680891215801
1713779811.2132285,12027,0.010565999895334244
1713780034.9628334,12354,0.009806182235479355
1713780105.8482711,12476,0.010391573421657085
1713780495.632094,12905,0.00897279940545559
1713780753.7364085,13304,0.008346629329025745
1713780884.2821248,13522,0.00810595229268074
1713781933.64812,14645,0.006567354314029217
1713783538.9729753,16241,0.005043166223913431
1713784197.5807786,16866,0.004133416339755058
1713784208.6312156,16883,0.00397841539233923
1713785519.8798692,18481,0.0031545532401651144
1713786089.1491313,19209,0.002789771417155862
1713786167.1691523,19319,0.002894375706091523
1713786293.9778028,19501,0.0027004496660083532
1713786368.3570037,19617,0.002707965672016144
1713787349.7429502,20841,0.0023717551957815886
1713788298.2336752,22162,0.0019863408524543047
1713788764.2465794,22702,0.0018980676541104913
1713790147.071047,24758,0.0014786238316446543
1713790413.2781868,24938,0.0013757471460849047
1713792550.3786914,27308,0.0011474151397123933
1713792922.77848,27894,0.0011741687776520848
1713794009.7279336,29310,0.001084442250430584
1713794101.585422,29490,0.001528460532426834
1713794141.4539206,29565,0.0011530544143170118
1713794292.3038375,29636,0.0010011453414335847
1713794320.35752,29677,0.0009756763465702534
1713794682.2868226,30300,0.000968271866440773
1713795628.3326426,31410,0.0010204417631030083
1713797373.075068,33803,0.0009573538554832339
1713797407.1017115,33864,0.0008872992475517094
1713798147.2815888,34951,0.0008919937536120415
1713798615.215053,35477,0.0008083516149781644
1713798658.440253,35551,0.0007299887365661561
1713798752.5305996,35704,0.000863631023094058
1713799520.9161084,36694,0.0007764547481201589
1713799758.6866956,36891,0.0007139170193113387
1713799827.0192006,36996,0.0007632288616150618
1713799869.554651,37065,0.000853994395583868
1713800370.9982395,37674,0.0006878713029436767
1713800420.0271156,37749,0.0007711531943641603
1713800746.9193614,38387,0.0007712343358434737
1713801251.1725278,38839,0.0006457446725107729
1713801408.9713151,39025,0.0006430880748666823
1713802024.8672616,39712,0.0007139630615711212
1713802639.9160502,40540,0.0007031774148344994
1713802686.4548879,40617,0.0006730991881340742
1713803026.458959,40942,0.0007762570166960359
1713803483.3499613,41473,0.0006056595011614263
1713803943.5180588,42012,0.0006809793994762003
1713804012.3573196,42131,0.0006953920237720013
1713804903.5718236,43231,0.000581837201025337
1713805756.700896,44255,0.0006438229465857148
1713805779.3864582,44283,0.0006647019181400537
1713805831.7691123,44349,0.0006427260232158005
1713806141.5205178,44730,0.0006773436907678843
1713807920.7530866,46890,0.0005790905561298132
1713808014.7122905,47063,0.000608142523560673
1713808027.1048138,47083,0.0005602333694696426
1713808074.0249014,47178,0.0006476875860244036
1713808298.3417785,47304,0.000620240462012589
1713808506.556129,47625,0.0006881658337078989
1713808994.3214931,48247,0.000588000810239464
1713809834.9234505,49165,0.0005725467926822603
1713809986.8631775,49314,0.0005634700646623969
1713810514.3512661,49752,0.0005337551701813936
1713811213.2346554,50697,0.0005948431207798421
1713812269.8808343,51971,0.0005374119500629604
1713812461.2622492,52013,0.0005419614026322961
1713812616.0217652,52263,0.0005442454130388796
1713813838.8120205,54041,0.0005556677933782339
1713814367.658308,54766,0.0005495252553373575
1713814591.5882323,55148,0.0004998084623366594
1713814925.001053,55499,0.0005250495742075145
1713815000.3250778,55629,0.0005099037662148476
1713815056.4193463,55718,0.0005087396712042391
1713815215.0701823,55982,0.0005857880460098386
1713815644.9995615,56481,0.0005766972899436951
1713816083.261618,56932,0.000553086050786078
1713816865.0194716,57944,0.0005407818825915456
1713818685.766076,60280,0.0005321340286172926
1713818773.588486,60431,0.0005395091720856726
1713819189.2554452,60958,0.000538541644345969
1713819757.3735902,61742,0.0004880932974629104
1713821317.0081162,63622,0.0004965773550793529
1713822426.190494,64928,0.0004849429242312908
1713822933.4872084,65417,0.0004992777248844504
1713823316.5484498,65722,0.0005018318770453334
1713823392.0183194,65858,0.0004780401068273932
1713823432.377511,65933,0.0004676312964875251
1713823631.755317,66292,0.0004947368870489299
1713823984.817157,66664,0.00048440712271258235
1713823995.1433733,66680,0.0004860465123783797
1713824768.1825533,67834,0.0004694363451562822
1713824803.0065339,67898,0.0004837873566430062
1713825181.389943,68188,0.0005203224718570709
1713825506.2981331,68587,0.00048182083992287517
1713825534.3965883,68619,0.00047234795056283474
1713825818.220724,68826,0.00044542699470184743
1713825984.464274,69066,0.0005128151969984174
1713826219.7895067,69460,0.0004922553198412061
1713826943.1251576,70360,0.0004894710145890713
1713827210.925052,70588,0.0004488930571824312
1713829358.2504373,73453,0.0004708483174908906
1713830398.688042,74756,0.0004419580800458789
1713831037.4148903,75497,0.0004850144905503839
1713831090.8095472,75565,0.00043832973460666835
1713832339.5740826,77012,0.00045592134119942784
1713833025.9624743,77950,0.0004706218314822763
1713833106.9377623,78089,0.0004372932598926127
1713833195.6855128,78229,0.000443684053607285
1713834002.436068,79060,0.0004397372540552169
1713836180.636242,81721,0.00042331404983997345
1713836745.9917278,82482,0.0004201356787234545
1713837788.9879947,83904,0.00043934769928455353
1713838203.3570387,84281,0.00043330618063919246
1713839228.4182794,85605,0.00041225808672606945
1713839646.211809,86222,0.00041376956505700946
1713839887.1242774,86402,0.0004511084407567978
1713840107.6060717,86658,0.000434030604083091
1713840241.5278065,86894,0.00042171002132818103
1713840963.9879055,87909,0.0003949735255446285
1713841759.1802037,88832,0.00041573934140615165
1713842482.3034418,89753,0.00044933243771083653
1713842728.882421,90044,0.00043119414476677775
1713842842.8331394,90172,0.00041235986282117665
1713843488.550803,90822,0.0004369076923467219
1713843979.0840385,91420,0.00040620315121486783
1713844602.76208,92253,0.00044249804341234267
1713844608.7918677,92266,0.0004176838556304574
1713844881.447848,92751,0.00041071762097999454
1713845810.0310936,94013,0.0004168639425188303
1713851460.3228915,100796,0.00041564571438357234
1713851876.5801017,101315,0.0004099869984202087
1713852495.9215584,102161,0.000395891722291708
1713852497.5293856,102166,0.00040189677383750677
1713853059.4567606,102806,0.00041956271161325276
1713853902.7207334,103917,0.000385109189664945
1713854402.4218202,104340,0.00039216436562128365
1713854454.5816002,104413,0.000372291833627969
1713854489.4736965,104462,0.00039193351403810084
1713855080.1130545,105077,0.00040870512020774186
1713856465.774261,106901,0.0004159537493251264
1713856509.115284,106967,0.00040652643656358123
1713856602.2294192,107116,0.0004025170928798616
1713857047.7260911,107625,0.00040923708002083004
1713857181.9828832,107868,0.0003960591275244951
1713858864.1802037,109914,0.0003913475084118545
1713858931.908447,110026,0.00041324799531139433
1713860099.834165,111265,0.00036225796793587506
1713860141.7158954,111313,0.00036675709998235106
1713863462.2261355,115362,0.00038141661207191646
1713863505.506717,115427,0.00040357132093049586
1713864140.441474,116159,0.00038458648486994207
1713864203.4593554,116254,0.00037679847446270287
1713866415.827091,119025,0.0003817190299741924
1713866710.217777,119203,0.00036841898690909147
1713866930.8799713,119508,0.00036859160172753036
1713868085.017451,120994,0.0003934538399334997
1713870111.9532528,123282,0.00039271224522963166
1713870234.1653652,123454,0.00038868276169523597
1713871427.8377573,125084,0.00038057976053096354
1713871657.8363423,125464,0.00037374370731413364
1713873548.2248368,127611,0.00036853892379440367
1713874858.4232552,129285,0.00036064651794731617
1713874874.6646118,129305,0.0003626630350481719
1713876588.2685647,131002,0.0003740198153536767
1713876843.4289517,131209,0.00036735887988470495
1713877487.1581717,132004,0.0003716174978762865
1713878008.1914985,132653,0.0003693148319143802
1713878658.7137926,133179,0.0003579665790311992
1713880423.3196747,135005,0.0003544496721588075
1713880524.7523303,135102,0.00035705705522559583
1713880602.79677,135169,0.00035736479912884533
1713880881.3939059,135383,0.0003642920346464962
1713882843.3603938,137973,0.00038779532769694924
1713882981.6740308,138209,0.0003755360667128116
1713884200.1597314,139830,0.00036821578396484256
1713884561.9836304,140238,0.00036237583844922483
1713884633.3225772,140342,0.0003546495281625539
1713885459.2159863,141314,0.0003549501416273415
1713888144.3145056,144757,0.00034933537244796753
1713889071.7253246,145774,0.00036688841646537185
1713889132.7331696,145880,0.00036168796941637993
1713889787.586372,146834,0.000344161584507674
1713889810.831056,146877,0.0003546024381648749
1713892756.1493156,149924,0.0003693372127600014
1713894874.8213332,152192,0.00036531599471345544
1713894976.1836917,152310,0.0003562646161299199
1713895773.59631,153261,0.0003713588521350175
1713896803.984314,154525,0.0003583812213037163
1713897032.8859665,154951,0.0003501698956824839
1713898490.994573,156632,0.00037620385410264134
1713899463.8169143,157757,0.0003747954033315182
1713900644.9679282,159308,0.0003699936787597835
1713900957.8368697,159829,0.0003603870572987944
1713901230.0089629,160075,0.00035867642145603895
1713901499.0795472,160497,0.0003519910096656531
1713901626.9157345,160722,0.00034141947980970144
1713902179.693269,161434,0.0003365909797139466
1713902494.326527,161710,0.0003532572591211647
1713902692.5714002,161893,0.00036944099701941013
1713902716.0394878,161920,0.0003744362620636821
1713903670.4275553,162974,0.0003487170033622533
1713904807.3683572,164462,0.00034745337325148284
1713905238.3778527,164988,0.00033483770675957203
1713905563.6585271,165569,0.00034007939393632114
1713906760.8544004,166949,0.0003425335744395852
1713907130.5741885,167382,0.0003573349385987967
1713907987.4165637,168553,0.00035771369584836066
1713908036.1570861,168626,0.0003499097074382007
1713909675.0662787,170268,0.00034993651206605136
1713909785.5152555,170375,0.00036123214522376657
1713909998.5946658,170496,0.00036913345684297383
1713912640.2509782,173794,0.0003615716705098748
1713913167.5798454,174424,0.00034238866646774113
1713913455.4032383,174932,0.00033351575257256627
1713913504.4248288,175026,0.00036692514549940825
1713914226.9305413,175953,0.0003484912449494004
1713915961.7978258,177973,0.0003456651174928993
1713916199.0575218,178249,0.00035583795397542417
1713916609.2587812,178580,0.0003446622285991907
1713916615.2375007,178590,0.00035819955519400537
1713916924.3456845,179101,0.000352311268215999
1713917133.3837807,179254,0.00034657560172490776
1713917299.4431,179505,0.00034542346838861704
1713917406.4204772,179668,0.0003339720133226365
1713917800.102226,180033,0.00035453870077617466
1713918876.237592,181297,0.00035678845597431064
1713918980.6198099,181478,0.0003322589327581227
1713919247.8543737,181709,0.0003698115760926157
1713919279.7061596,181752,0.0003600951749831438
1713922158.6415372,185500,0.0003416383115109056
1713922482.1618366,185804,0.00035881673102267087
1713922664.7460558,186066,0.0003557163872756064
1713923182.0238101,186668,0.0003377981192898005
1713923261.623829,186819,0.00035161638516001403
1713923401.2155454,187051,0.00034841097658500075
1713924872.9691522,188881,0.0003530262620188296
1713924919.957202,188958,0.0003417719271965325
1713925289.0682418,189565,0.0003492444520816207
1713926459.1001747,190944,0.00035455814213491976
1713926932.537195,191446,0.0003313481865916401
1713927211.0684361,191875,0.00035644564195536077
1713927731.873708,192498,0.00036527158226817846
1713928374.9951377,193140,0.0003460284788161516
1713928581.0331569,193440,0.00034404476173222065
1713929269.4929566,194223,0.0003395800886210054
1713929864.894766,194927,0.0003443491877987981
1713930007.678124,195194,0.0003248360881116241
1713931628.0799432,197256,0.00036639993777498603
1713932456.3048034,198338,0.0003457503335084766
1713932827.5700412,198602,0.00031808248604647815
1713933596.274337,199252,0.00032966939033940434
1713933858.6544356,199567,0.000341232429491356
1713933941.8350272,199660,0.0003502260660752654
1713933953.2298176,199671,0.0003501447499729693
1713934016.8066888,199746,0.00035262954770587385
1713934542.8743625,200265,0.00035100337117910385
1713934679.5489204,200528,0.00035725816269405186
1713935197.5769289,201233,0.00037707461160607636
1713935798.5478196,201930,0.00035104688140563667
1713936520.5710347,202688,0.00035385825322009623
1713938468.7754693,204749,0.0003470171650405973
1713939674.1862044,206208,0.0003184235538356006
1713940123.9024036,206697,0.0003413468657527119
1713940357.9012933,207125,0.00034496680018492043
1713940639.0901325,207369,0.0003157487080898136
1713941455.422447,208520,0.0003290652821306139
1713942000.6665184,209276,0.0003444233152549714
1713943209.2490873,210517,0.00033018665271811187
1713943494.7757885,210862,0.0003319923998787999
1713943744.7157,211155,0.0003406259056646377
1713944743.2680268,212252,0.00034639149089343846
1713944901.913682,212513,0.00036322430241853
1713944942.1098008,212589,0.000346177228493616
1713945605.1450143,213463,0.00032217922853305936
1713945638.9470434,213514,0.0003330423787701875
1713945654.3173604,213545,0.00034785064053721726
1713946397.6396441,214262,0.00032969124731607735
1713946446.9366806,214319,0.00032969110179692507
1713946829.5926375,214632,0.0003484962217044085
1713947091.9644582,215094,0.0003364172007422894
1713947117.8897028,215139,0.00034184797550551593
1713948234.838956,216138,0.00034214742481708527
1713949032.1603048,217117,0.00035322585608810186
1713949130.885336,217240,0.00034042500192299485
1713949169.8964076,217284,0.0003308850573375821
1713949394.5525799,217545,0.0003367776225786656
1713949635.3027642,217691,0.00034581852378323674
1713950446.0438874,218905,0.0003415697137825191
1713950877.4956741,219379,0.0003405757888685912
1713950888.5881834,219392,0.0003267985593993217
1713951061.8851554,219595,0.00033093924866989255
1713951384.9161382,219984,0.0003465767076704651
1713951390.856269,219989,0.00033631353289820254
1713951840.8131337,220559,0.00033705239184200764
1713952840.838446,221824,0.00034498932654969394
1713953077.2733479,222291,0.0003383163711987436
1713953425.3091977,222571,0.00032540515530854464
1713953776.8230498,222903,0.0003413962258491665
1713954975.6529853,224275,0.0003524736384861171
1713955258.9008267,224737,0.00034455861896276474
1713956210.9498854,225943,0.0003426505427341908
1713957059.2987828,227033,0.0003341801348142326
1713957469.583864,227465,0.00033653093851171434
1713958095.3261783,228344,0.00034875990240834653
1713958809.2385385,229270,0.0003412236110307276
1713959549.8266163,230038,0.0003435180406086147
1713959996.8647604,230450,0.00033101451117545366
1713960673.256674,231354,0.00033526221523061395
1713960755.8959694,231494,0.0003332756459712982
1713961401.9758637,232280,0.00033985229674726725
1713961852.1832716,232849,0.0003271475725341588
1713962039.60181,233158,0.0003307719889562577
1713962708.5890584,234040,0.00031740442500449717
1713963361.9125884,234928,0.00033088109921664
1713964014.11538,235793,0.00035265114274807274
1713964033.2393298,235826,0.00035226804902777076
1713964080.1622968,235906,0.0003393963270355016
1713965637.3959913,237749,0.00033106058253906667
1713965684.9376566,237824,0.0003243196115363389
1713965858.852464,238112,0.0003391129139345139
1713965977.7613513,238303,0.0003247915883548558
1713965991.3696907,238322,0.0003558302705641836
1713966002.3940454,238342,0.0003276225761510432
1713966206.8576262,238439,0.0003173706354573369
1713967753.42425,240063,0.0003427300543989986
1713968513.5314918,241146,0.0003429230418987572
1713968647.8777738,241406,0.0003471595700830221
1713969079.465375,241898,0.0003396830288693309
1713969103.9277,241942,0.0003416032704990357
1713969369.1189024,242376,0.00033124862238764763
1713969906.7415187,243000,0.0003204071836080402
1713969960.1994941,243081,0.0003469146613497287
1713970187.9002373,243240,0.0003428524360060692
1713971137.5579998,244589,0.0003263553371652961
1713971727.1646054,245216,0.0003210478462278843
1713971728.6391206,245221,0.00035120861139148474
1713972277.4185338,245882,0.00033697939943522215
1713972502.7671413,246277,0.0003492435207590461
1713973065.9500031,246917,0.0003370355989318341
1713973654.568143,247649,0.00033125936170108616
1713974612.5067286,248826,0.0003353576466906816
1713974848.9619062,249278,0.00036591937532648444
1713974929.7594306,249432,0.0003373125218786299
1713975196.384605,249660,0.0003305880818516016
1713976049.2694309,250844,0.00033506256295368075
1713976672.1540213,251729,0.0003519522724673152
1713977618.7271004,252760,0.00034217219217680395
1713978605.326005,253966,0.00032809755066409707
1713979197.5410192,254728,0.0003355939988978207
1713979241.4883008,254804,0.00031025579664856195
1713979567.5568302,255202,0.00034347601467743516
